iter	Logloss
119	0.4877862822
120	0.4871114531
121	0.4864600578
122	0.4855548443
123	0.4851830165
124	0.4844580319
125	0.4837902793
126	0.4834651642
127	0.4831808899
128	0.4823812153
129	0.4819121279
130	0.4813329455
131	0.4808520922
132	0.4803819634
133	0.4799061264
134	0.4794285861
135	0.4790395265
136	0.478610367
137	0.4783392219
138	0.4777057283
139	0.4770418805
140	0.476617479
141	0.476529513
142	0.4759245893
143	0.4754698126
144	0.4749242346
145	0.474701438
146	0.4744626131
147	0.4737900209
148	0.4735041326
149	0.4726658911
150	0.4720733742
151	0.4717765327
152	0.4707954391
153	0.4705842012
154	0.4699470851
155	0.4694482596
156	0.469220626
157	0.4689541209
158	0.4686236819
159	0.4682014152
160	0.467685436
161	0.4670514025
162	0.4666468585
163	0.4662017162
164	0.4655492086
165	0.4652998436
166	0.4648461004
167	0.4645479589
168	0.4639866444
169	0.4636082527
170	0.4633081528
171	0.4630195173
172	0.462915487
173	0.4625313065
174	0.4620981762
175	0.4616606856
176	0.461266439
177	0.460891389
178	0.4603624261
179	0.4601615384
180	0.4597372551
181	0.4594442675
182	0.4589437775
183	0.4583806782
184	0.4582615635
185	0.4579073422
186	0.4573894604
187	0.4569107196
188	0.4568356863
189	0.4565443873
190	0.4559885368
191	0.4556070981
192	0.4552732407
193	0.4549608018
194	0.4547585006
195	0.4543864986
196	0.454101294
197	0.4538360367
198	0.4535906621
199	0.4529541161
200	0.4525679693
201	0.4522066872
202	0.4515099721
203	0.4510358931
204	0.4505620333
205	0.450254767
206	0.4495599962
207	0.4492132028
208	0.4491891989
209	0.4488295054
210	0.4486002506
211	0.4485333836
212	0.4481806989
213	0.4480229436
214	0.4471637664
215	0.4470279131
216	0.446939333
217	0.4464386082
218	0.4461711404
219	0.4460222854
220	0.4457478898
221	0.4454790813
222	0.4451898806
223	0.4450255497
224	0.4448277662
225	0.4448277321
226	0.4443799729
227	0.4441023442
228	0.44371756
229	0.4433326472
230	0.4431756708
231	0.443027166
232	0.4428032538
233	0.442587721
234	0.4422121021
235	0.4415415578
236	0.4414416854
237	0.4412826608
238	0.4408724388
239	0.440613423
240	0.4403522758
241	0.440083417
242	0.4398660837
243	0.4396240984
244	0.4394991004
245	0.4394768072
246	0.4393791176
247	0.4392190332
248	0.4389035617
249	0.4386425789
250	0.4384638874
251	0.4381869006
252	0.4379636256
253	0.4378049486
254	0.4377646165
255	0.4374276896
256	0.4367734005
257	0.4358682462
258	0.4353645333
259	0.4351636094
260	0.4348949213
261	0.4345086145
262	0.4342969309
263	0.4341412105
264	0.4339342147
265	0.4338449242
266	0.4335178197
267	0.433076286
268	0.4327378022
269	0.4321618113
270	0.4319792544
271	0.4314547957
272	0.431297446
273	0.4312073486
274	0.4307012595
275	0.4304621994
276	0.4303773597
277	0.4297211818
278	0.429610799
279	0.42945623
280	0.4293647686
281	0.4289308531
282	0.4287956585
283	0.4285521852
284	0.4284165684
285	0.4280398208
286	0.4274674848
287	0.4273436292
288	0.4270822424
289	0.4267238571
290	0.4265071968
291	0.4263910233
292	0.4261049519
293	0.4256459152
294	0.4255162814
295	0.4246772553
296	0.4245243588
297	0.4244532055
298	0.4243307676
299	0.4242218637
300	0.4240568903
301	0.4238547078
302	0.4235053632
303	0.4234162933
304	0.4230510927
305	0.4226758907
306	0.4225552239
307	0.4220397603
308	0.4219769277
309	0.4219518079
310	0.4215826555
311	0.4209743635
312	0.4207321383
313	0.4204553908
314	0.4202093547
315	0.4200977496
316	0.4199259304
317	0.4196285538
318	0.4195589916
319	0.419337451
320	0.4191716745
321	0.4189811963
322	0.4186824908
323	0.4181559467
324	0.4180139704
325	0.4178586195
326	0.4177789401
327	0.4176556945
328	0.4174851749
329	0.4172937854
330	0.417133334
331	0.4170429369
332	0.4166904228
333	0.4164705001
334	0.4163369047
335	0.4161697709
336	0.4157455638
337	0.4155954744
338	0.4154772619
339	0.4152645106
340	0.4147970248
341	0.414780879
342	0.4142740815
343	0.4141014493
344	0.413776218
345	0.4136136016
346	0.4133343961
347	0.4132077244
348	0.4128469232
349	0.412612564
350	0.4124831059
351	0.4124011032
352	0.4122755354
353	0.4120837359
354	0.4118161658
355	0.4116954382
356	0.4115999277
357	0.411395268
358	0.4112923984
359	0.4108961489
360	0.4106860777
361	0.4104960145
362	0.4102487739
363	0.4099892872
364	0.409931098
365	0.4098455643
366	0.4095071706
367	0.4093748837
368	0.4090779657
369	0.4089011745
370	0.4088690319
371	0.4087716488
372	0.4082529813
373	0.4075953949
374	0.4074682299
375	0.4072765859
376	0.4070849792
377	0.4066112185
378	0.4063308109
379	0.4060626771
380	0.405688422
381	0.4056060022
382	0.4054921241
383	0.4052833448
384	0.4051928631
385	0.4049799198
386	0.4048390229
387	0.4047909871
388	0.4046254574
389	0.4043257226
390	0.4041609781
391	0.4038707583
392	0.4038098338
393	0.4035143583
394	0.4031339425
395	0.4028704914
396	0.402629983
397	0.4022426315
398	0.4020400478
399	0.4017911818
400	0.4014507245
401	0.4011515666
402	0.4009433136
403	0.4007287556
404	0.40047152
405	0.4001744942
406	0.4000050577
407	0.3995955177
408	0.3992146186
409	0.3989422987
410	0.3986976731
411	0.3985467209
412	0.3979553515
413	0.3978625429
414	0.3977741428
415	0.3973689565
416	0.3971362263
417	0.3971043267
418	0.3970611929
419	0.3968780158
420	0.3965750162
421	0.3963892209
422	0.3960441781
423	0.3957971203
424	0.3954045842
425	0.3952561736
426	0.3947669395
427	0.3944125236
428	0.3943431324
429	0.3942765253
430	0.3942419785
431	0.3940586652
432	0.393977725
433	0.3938858755
434	0.393693744
435	0.3934557397
436	0.3932789192
437	0.392919963
438	0.392824804
439	0.3927582167
440	0.3925190973
441	0.3921363436
442	0.391967686
443	0.3918354842
444	0.3917555016
445	0.3915829352
446	0.3911997715
447	0.3911692204
448	0.3908415588
449	0.3907468655
450	0.3904957335
451	0.390300438
452	0.3899546675
453	0.3898218686
454	0.3897072238
455	0.3896408841
456	0.3894777629
457	0.3892287373
458	0.3890864178
459	0.3886472327
460	0.3882908163
461	0.3880394087
462	0.3875633576
463	0.3874481748
464	0.3869059393
465	0.386372681
466	0.3861268172
467	0.3857390289
468	0.3856773034
469	0.3854371378
470	0.3853571996
471	0.3852037577
472	0.384979608
473	0.3845871752
474	0.384278848
475	0.3838794535
476	0.3835139317
477	0.3827914905
478	0.3827296108
479	0.3824161002
480	0.3819371066
481	0.3816090514
482	0.3814782795
483	0.3814367789
484	0.3810877641
485	0.3808019657
486	0.3806294141
487	0.3803812721
488	0.3802850484
489	0.3801791837
490	0.3800867771
491	0.3798146052
492	0.379315373
493	0.3791672042
494	0.3790224416
495	0.3789303809
496	0.3788728765
497	0.3784344845
498	0.378031612
499	0.3779028527
500	0.3773010904
501	0.3772013375
502	0.3770496608
503	0.3766706385
504	0.3761738233
505	0.3756695273
506	0.3755294486
507	0.3753374712
508	0.375305369
509	0.3752030917
510	0.3748940349
511	0.3747032385
512	0.3742337137
513	0.3738940852
514	0.3738235467
515	0.3734861311
516	0.3734398741
517	0.3731029119
518	0.3727474629
519	0.3723486837
520	0.3721313548
521	0.3717983633
522	0.3711642627
523	0.3706737034
524	0.3703137158
525	0.3698456246
526	0.3697464821
527	0.3696021131
528	0.3691414759
529	0.3690630254
530	0.3688032169
531	0.3682724075
532	0.3681676792
533	0.3675366774
534	0.3672467273
535	0.3670618146
536	0.366903106
537	0.3667665103
538	0.3663073274
539	0.3662546085
540	0.3658431733
541	0.365472488
542	0.3653930937
543	0.3653346283
544	0.3652190622
545	0.365159094
546	0.3650936608
547	0.3650656876
548	0.3649926881
549	0.3648391815
550	0.3646842895
551	0.3646484923
552	0.3642204597
553	0.3641580769
554	0.3637178601
555	0.3636862966
556	0.363095717
557	0.3630449876
558	0.3625815457
559	0.3621807309
560	0.3621419421
561	0.3616593217
562	0.3615929631
563	0.3613433862
564	0.3609759382
565	0.3605099197
566	0.3602296131
567	0.3601777187
568	0.3598157717
569	0.3593085229
570	0.3589371166
571	0.3586616509
572	0.3579051337
573	0.3575733032
574	0.3572119421
575	0.3568778324
576	0.3568275418
577	0.35679039
578	0.3563491147
579	0.3559710574
580	0.3555849032
581	0.3550789582
582	0.3549980954
583	0.3544950059
584	0.3542030888
585	0.353886535
586	0.3531727373
587	0.3530020108
588	0.352594623
589	0.3521819832
590	0.3519460716
591	0.3514968245
592	0.3512514894
593	0.3507476296
594	0.3502961215
595	0.350084706
596	0.3500520704
597	0.3496972674
598	0.3494262795
599	0.3489572533
600	0.3486313046
601	0.3483579741
602	0.3483048067
603	0.3481772543
604	0.3480037131
605	0.3476695097
606	0.3475233544
607	0.3474450346
608	0.3467743593
609	0.3463514123
610	0.3461476212
611	0.3461032588
612	0.3455672552
613	0.3451112147
614	0.3447373935
615	0.3444670327
616	0.3443422336
617	0.3439203847
618	0.3436791955
619	0.3434594038
620	0.3431865085
621	0.3431530195
622	0.3427727503
623	0.3427474611
624	0.3426982743
625	0.3421242655
626	0.3420085972
627	0.3419592174
628	0.3415713733
629	0.3411779659
630	0.3408006591
631	0.3404097096
632	0.3402372338
633	0.3399312562
634	0.3397425926
635	0.3397071583
636	0.3392495959
637	0.3391359766
638	0.3391000587
639	0.3386420456
640	0.3383344183
641	0.337985214
642	0.3374209804
643	0.3373636657
644	0.3373019846
645	0.3368469662
646	0.3362014092
647	0.3356315061
648	0.3354028157
649	0.3350499095
650	0.3346804082
651	0.3345446225
652	0.3341707264
653	0.3341349657
654	0.334099466
655	0.3337086814
656	0.3333573966
657	0.3327876159
658	0.3324014699
659	0.3323609455
660	0.3323122821
661	0.3318734721
662	0.3315292934
663	0.3311242391
664	0.3309438443
665	0.3309128582
666	0.330832564
667	0.3305481082
668	0.3301378676
669	0.32971257
670	0.3294817071
671	0.3289206252
672	0.3285693357
673	0.3283811866
674	0.3283357916
675	0.3280679276
676	0.3276205136
677	0.3271093917
678	0.3270761814
679	0.3268830081
680	0.3268497
681	0.3266798868
682	0.3263729561
683	0.3260001444
684	0.3259662336
685	0.3256692448
686	0.3256398026
687	0.3253265463
688	0.3251631611
689	0.3249376529
690	0.3243916106
691	0.3240432842
692	0.323807343
693	0.3237668037
694	0.3234445042
695	0.3231147501
696	0.3230796152
697	0.3228256039
698	0.3224324932
699	0.3219993236
700	0.3219707066
701	0.3216300476
702	0.3213800407
703	0.3213423835
704	0.3212959316
705	0.3212665924
706	0.3210248131
707	0.320992882
708	0.3206634556
709	0.3206319001
710	0.3205374203
711	0.3202887026
712	0.3202477161
713	0.3198309705
714	0.3195176332
715	0.3194948267
716	0.3194676876
717	0.3192116091
718	0.3187793805
719	0.3182516731
720	0.3179197763
721	0.31766542
722	0.3173412911
723	0.3170631458
724	0.3165250127
725	0.3163012996
726	0.3159969649
727	0.3157446971
728	0.3157097074
729	0.3154905232
730	0.3151350552
731	0.3147080676
732	0.3146767407
733	0.3141700417
734	0.3141419701
735	0.3138275334
736	0.3138039829
737	0.3135255956
738	0.3133264242
739	0.3131348176
740	0.3129215597
741	0.3126903858
742	0.3126716072
743	0.3122899132
744	0.3118076911
745	0.311565552
746	0.311064155
747	0.3110315343
748	0.3107387481
749	0.3103839839
750	0.3100592555
751	0.3097089458
752	0.3090641263
753	0.3090363534
754	0.3087906359
755	0.3085193146
756	0.3083623522
757	0.3079151221
758	0.3076800811
759	0.3076523391
760	0.3073520354
761	0.307321962
762	0.3073043716
763	0.3071122823
764	0.3067750316
765	0.3067501824
766	0.3067218417
767	0.306694484
768	0.3066767408
769	0.306287421
770	0.3062640042
771	0.3062438303
772	0.3060170476
773	0.3059940916
774	0.3059695008
775	0.3056689503
776	0.3055352052
777	0.3050838843
778	0.3047514639
779	0.3044713695
780	0.3044553814
781	0.304323554
782	0.3039855949
783	0.3034404628
784	0.3029595797
785	0.3023909986
786	0.3022243566
787	0.3017785974
788	0.3013767571
789	0.301359559
790	0.3012323495
791	0.3009956589
792	0.3009726663
793	0.3007630417
794	0.3006451035
795	0.3006170723
796	0.3003602957
797	0.3000602748
798	0.300031753
799	0.2997287814
800	0.2993669098
801	0.2991101909
802	0.2990775093
803	0.2988742888
804	0.2986558652
805	0.2983115943
806	0.2982288626
807	0.2982036748
808	0.297823261
809	0.2974821708
810	0.2970298048
811	0.2968798085
812	0.2966580938
813	0.2963953678
814	0.2960260134
815	0.2958677882
816	0.2958367851
817	0.2958116377
818	0.2955631386
819	0.2952911639
820	0.2948401612
821	0.2946751851
822	0.294312632
823	0.2938026212
824	0.2937830434
825	0.2937598523
826	0.2937270564
827	0.2932498452
828	0.2931573092
829	0.2929508608
830	0.2927696766
831	0.2924935003
832	0.2924151294
833	0.2921562311
834	0.2919874709
835	0.2917296157
836	0.2916945953
837	0.2914454628
838	0.2910076154
839	0.2907672267
840	0.2905934527
841	0.2901014001
842	0.289844753
843	0.2896994406
844	0.2893417441
845	0.2891910048
846	0.289160007
847	0.2891376395
848	0.2890386993
849	0.2887698186
850	0.2884634448
851	0.2880940944
852	0.287541741
853	0.2872180323
854	0.2872041038
855	0.2868257491
856	0.2864810622
857	0.2863093704
858	0.2859291893
859	0.2857233574
860	0.2856923073
861	0.2854946101
862	0.285205015
863	0.2850019468
864	0.2848200094
865	0.2845860755
866	0.2845589663
867	0.2844173013
868	0.2841833845
869	0.2840214997
870	0.2836815243
871	0.2833520833
872	0.2831179115
873	0.2828693389
874	0.2828515732
875	0.2826219068
876	0.2822559522
877	0.2818918416
878	0.281763008
879	0.2815515896
880	0.2813606035
881	0.2808686488
882	0.2805073019
883	0.2802506971
884	0.280010177
885	0.2797863706
886	0.2796197427
887	0.2791742151
888	0.2790255059
889	0.2790046181
890	0.2788451263
891	0.2786700439
892	0.2786512875
893	0.2786298551
894	0.2786128284
895	0.2785954786
896	0.278261215
897	0.278235373
898	0.2779340393
899	0.2777442024
900	0.27759115
901	0.2774027082
902	0.2771980627
903	0.2769064962
904	0.276889665
905	0.2768740239
906	0.2766041819
907	0.2763304146
908	0.276306178
909	0.2759484777
910	0.2757642058
911	0.27548255
912	0.2751859951
913	0.2747840817
914	0.2747102614
915	0.2745578765
916	0.2745303953
917	0.2743810047
918	0.2738751609
919	0.2737078636
920	0.2735019773
921	0.2732808817
922	0.2732642926
923	0.2731863365
924	0.2729960265
925	0.2726105782
926	0.272590513
927	0.2723977614
928	0.2722298822
929	0.2719691205
930	0.2719478435
931	0.2717233879
932	0.271528586
933	0.2713625307
934	0.2712472343
935	0.2711116243
936	0.2708757303
937	0.2706778934
938	0.2706604821
939	0.2705100254
940	0.2704890686
941	0.2703494992
942	0.2702034487
943	0.2701862835
944	0.2700460914
945	0.2696921115
946	0.2695336109
947	0.2692388111
948	0.2692234579
949	0.2690958939
950	0.2689224394
951	0.2686648857
952	0.2685097602
953	0.2683327875
954	0.2683136736
955	0.2681914512
956	0.2681705636
957	0.2681516682
958	0.2681370036
959	0.2679812832
960	0.2675625836
961	0.2673706325
962	0.2673514639
963	0.2671800825
964	0.2669739293
965	0.266959148
966	0.2665660858
967	0.2663841374
968	0.2659911613
969	0.2659147834
970	0.2656622356
971	0.2653211767
972	0.2649658844
973	0.2647253998
974	0.2645251308
975	0.2645041537
976	0.2644703585
977	0.2640837536
978	0.264068871
979	0.2636555992
980	0.2633679163
981	0.2633481833
982	0.2631608142
983	0.2629122113
984	0.262897569
985	0.2626542228
986	0.2624693485
987	0.2622873407
988	0.2621723528
989	0.2619164526
990	0.2616266029
991	0.2615001392
992	0.2612657312
993	0.2611517611
994	0.2607725578
995	0.2607614429
996	0.2606738997
997	0.2604457699
998	0.260157786
999	0.2599166403
